Line_ID,Diver,Buddy,Site.No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400
37,Scott Jones,Zach Foltz,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,2,1,shi,Stenopus hispidus,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,tbi,Thalassoma bifasciatum,,64,,,35,25,3,1,,,,,,,,,,,,,,,,,,,,,,,
63,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,hcy,Halichoeres cyanocephalus,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
64,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,hga,Halichoeres garnoti,,28,,,16,6,3,,3,,,,,,,,,,,,,,,,,,,,,,
65,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,hni,Hypoplectrus nigricans,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
66,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,sch,Sparisoma chrysopterum,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
67,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,sis,Scarus iseri,,70,,5,22,27,12,4,,,,,,,,,,,,,,,,,,,,,,,
68,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,svi,Sparisoma viride,,17,,,10,3,3,,1,,,,,,,,,,,,,,,,,,,,,,
69,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,spa,Stegastes partitus,,68,,12,56,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,sti,Serranus tigrinus,,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
71,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,sau,Sparisoma aurofrenatum,,32,,,11,10,3,4,4,,,,,,,,,,,,,,,,,,,,,,
72,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,ccy,Chromis cyanea,,35,,,5,17,13,,,,,,,,,,,,,,,,,,,,,,,,
73,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,hsc,Haemulon sciurus,,3,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,
74,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,cst,Chaetodon striatus,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
75,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,atr,Acanthurus bahianus,,14,,,,7,5,2,,,,,,,,,,,,,,,,,,,,,,,
76,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,htr,Holacanthus tricolor,,3,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,
77,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,hpl,Haemulon plumierii,,5,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,
78,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,hfl,Haemulon flavolineatum,,7,,,,2,3,2,,,,,,,,,,,,,,,,,,,,,,,
79,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,cca,Chaetodon capistratus,,6,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,
80,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,elo,Elacatinus lobeli,,28,,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,ama,Aulostomus maculatus,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
82,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,sad,Stegastes adustus,,14,,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,
83,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,sat,Sparisoma atomarium,,3,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
84,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,ccr,Cephalopholis cruentata,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
85,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,hru,Holocentrus rufus,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
86,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,nma,Neoniphon marianus,,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
87,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,cro,Canthigaster rostrata,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,bvt,Balistes vetula,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
89,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,1,2,hma,Halichoeres maculipinna,,3,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,
90,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,2,2,mtr,Macrocoeloma trispinosum,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,2,2,cpe,Coryphopterus personatus,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,2,2,elu,Echinometra lucunter,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,2,2,dan,Diadema antillarum,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,2,2,osp,Ophiothrix sp.,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,2,2,pag,Paguroidea spp.,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,2,2,elo,Elacatinus lobeli,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,2,2,aas,Acanthemblemaria aspera,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,2,2,sse,Stenorhynchus seticornis,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Zach Foltz,Scott Jones,CBC1,South Reef,16.776183,-88.0754,9/17/15,20,NW,10:00,JS,10,2,2,ppe,Periclimenes pedersoni,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Scott Jones,Zach Foltz,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,1,clu,Clupeidae,,20000,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Scott Jones,Zach Foltz,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,1,lgr,Lutjanus griseus,,87,,,60,15,5,4,2,1,,,,,,,,,,,,,,,,,,,,,
488,Scott Jones,Zach Foltz,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,1,lap,Lutjanus apodus,,39,,,31,6,1,,,1,,,,,,,,,,,,,,,,,,,,,
489,Scott Jones,Zach Foltz,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,1,asa,Abudefduf saxatilis,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Scott Jones,Zach Foltz,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,1,hsc,Haemulon sciurus,,11,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,
491,Scott Jones,Zach Foltz,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,1,hpl,Haemulon plumierii,,18,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Scott Jones,Zach Foltz,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,1,ljo,Lutjanus jocu,,9,,,2,3,1,1,1,,,1,,,,,,,,,,,,,,,,,,,
493,Scott Jones,Zach Foltz,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,1,sva,Stegastes variabilis,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Scott Jones,Zach Foltz,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,1,mbo,Mycteroperca bonaci,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
495,Scott Jones,Zach Foltz,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,1,avi,Anisotremus virginicus,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
496,Scott Jones,Zach Foltz,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,1,cfa,Chaetodipterus faber,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
498,Scott Jones,Zach Foltz,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,1,cro,Canthigaster rostrata,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Scott Jones,Zach Foltz,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,1,hca,Haemulon carbonarium,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
500,Scott Jones,Zach Foltz,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,1,ltr,Lactophrys triqueter,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
502,Zach Foltz,Scott Jones,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,2,lap,Lutjanus apodus,,37,,3,3,12,13,3,1,2,,,,,,,,,,,,,,,,,,,,,
503,Zach Foltz,Scott Jones,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,2,lgr,Lutjanus griseus,,8,,,,2,4,1,,,,1,,,,,,,,,,,,,,,,,,,
504,Zach Foltz,Scott Jones,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,2,lma,Lutjanus mahogoni,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Zach Foltz,Scott Jones,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,2,tbi,Thalassoma bifasciatum,,7,,,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,
506,Zach Foltz,Scott Jones,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,2,ljo,Lutjanus jocu,,2,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
507,Zach Foltz,Scott Jones,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,2,cca,Chaetodon capistratus,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Zach Foltz,Scott Jones,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,2,hsp,Haemulon,,4,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Zach Foltz,Scott Jones,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,2,hfl,Haemulon flavolineatum,,46,,,30,16,,,,,,,,,,,,,,,,,,,,,,,,,
510,Zach Foltz,Scott Jones,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,2,hsc,Haemulon sciurus,,16,,,11,4,1,,,,,,,,,,,,,,,,,,,,,,,,
511,Zach Foltz,Scott Jones,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,2,eme,Eucinostomus melanopterus,,13,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Zach Foltz,Scott Jones,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,2,asa,Abudefduf saxatilis,,10,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Zach Foltz,Scott Jones,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,2,sba,Sphyraena barracuda,,3,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
514,Zach Foltz,Scott Jones,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,2,avi,Anisotremus virginicus,,3,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
515,Zach Foltz,Scott Jones,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,2,chi,Caranx hippos,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
516,Zach Foltz,Scott Jones,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,1,2,cfa,Chaetodipterus faber,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
517,Zach Foltz,Scott Jones,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,2,2,sse,Stenorhynchus seticornis,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Zach Foltz,Scott Jones,CBC10,Twin Cays Mangrove,16.828775,-88.104778,9/20/15,2,SE,10:00,ZRF,1,2,2,oan,Oxynoe antillarum,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Zach Foltz,Scott Jones,CBC11,Curlew Seagrass,16.787278,-88.085056,9/20/15,30,NE,14:30,na,6,1,2,sra,Sparisoma radians,,16,,1,9,6,,,,,,,,,,,,,,,,,,,,,,,,,
520,Zach Foltz,Scott Jones,CBC11,Curlew Seagrass,16.787278,-88.085056,9/20/15,30,NE,14:30,na,6,1,2,crs,Cryptotomus roseus,,12,,1,10,,1,,,,,,,,,,,,,,,,,,,,,,,,
521,Zach Foltz,Scott Jones,CBC11,Curlew Seagrass,16.787278,-88.085056,9/20/15,30,NE,14:30,na,6,1,2,hbi,Halichoeres bivittatus,,14,,,1,5,5,3,,,,,,,,,,,,,,,,,,,,,,,
522,Zach Foltz,Scott Jones,CBC11,Curlew Seagrass,16.787278,-88.085056,9/20/15,30,NE,14:30,na,6,1,2,atr,Acanthurus bahianus,,5,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
523,Zach Foltz,Scott Jones,CBC11,Curlew Seagrass,16.787278,-88.085056,9/20/15,30,NE,14:30,na,6,1,2,xsp,Xyrichtys splendens,,6,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,
524,Zach Foltz,Scott Jones,CBC11,Curlew Seagrass,16.787278,-88.085056,9/20/15,30,NE,14:30,na,6,1,2,hpo,Halichoeres poeyi,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
525,Zach Foltz,Scott Jones,CBC11,Curlew Seagrass,16.787278,-88.085056,9/20/15,30,NE,14:30,na,6,1,2,hni,Hypoplectrus nigricans,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Zach Foltz,Scott Jones,CBC11,Curlew Seagrass,16.787278,-88.085056,9/20/15,30,NE,14:30,na,6,1,2,cro,Canthigaster rostrata,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Zach Foltz,Scott Jones,CBC11,Curlew Seagrass,16.787278,-88.085056,9/20/15,30,NE,14:30,na,6,2,2,etr,Eucidaris tribuloides,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Zach Foltz,Scott Jones,CBC11,Curlew Seagrass,16.787278,-88.085056,9/20/15,30,NE,14:30,na,6,2,2,pba,Callionymus bairdi,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Zach Foltz,Scott Jones,CBC11,Curlew Seagrass,16.787278,-88.085056,9/20/15,30,NE,14:30,na,6,2,2,pci,Pseudosquilla ciliata,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Zach Foltz,Scott Jones,CBC11,Curlew Seagrass,16.787278,-88.085056,9/20/15,30,NE,14:30,na,6,2,2,cli,Cerithium litteratum,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Zach Foltz,Scott Jones,CBC11,Curlew Seagrass,16.787278,-88.085056,9/20/15,30,NE,14:30,na,6,2,2,sbal,Serranus baldwini,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Zach Foltz,Scott Jones,CBC11,Curlew Seagrass,16.787278,-88.085056,9/20/15,30,NE,14:30,na,6,2,2,pag,Paguroidea spp.,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Scott Jones,Zach Foltz,CBC11,Curlew Seagrass,16.787278,-88.085056,9/20/15,30,NE,14:30,na,6,1,1,crs,Cryptotomus roseus,,17,,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,
